sn,condition,idcode,gender,age,class,height,weight,father_origin,religion,sibling-f,sibling-m,father-job,mother-job,mother_edu,father_edu,healtha,healthb,healthc,healthd,healthe,sussex1a,sussex1b,sussex1c,sussex1d,sussex1e,sussex2a,sussex2b,sussex2c,sussex2d,sussex2e,sussex3a,sussex3b,sussex3c,sussex3d,sussex3e,sussex4a,sussex4b,sussex4c,sussex4d,sussex4e,sussex5a,sussex5b,sussex5c,sussex5d,sussex5e,sussex6a,sussex6b,sussex6c,sussex6d,sussex6e,sussex7a,sussex7b,sussex7c,sussex7d,sussex7e,sussex8a,sussex8b,sussex8c,sussex8d,sussex8e,sussex9a,sussex9b,sussex9c,sussex9d,sussex9e,sussex10a,sussex10b,sussex10c,sussex10d,sussex10e,attnchk1,sussex11a,sussex11b,sussex11c,sussex11d,sussex11e,sussex12a,sussex12b,sussex12c,sussex12d,sussex12e,sussex13a,sussex13b,sussex13c,sussex13d,sussex13e,sussex14a,sussex14b,sussex14c,sussex14d,sussex14e,sussex15a,sussex15b,sussex15c,sussex15d,sussex15e,sussex16a,sussex16b,sussex16c,sussex16d,sussex16e,sussex17a,sussex17b,sussex17c,sussex17d,sussex17e,sussex18a,sussex18b,sussex18c,sussex18d,sussex18e,sussex19a,sussex19b,sussex19c,sussex19d,sussex19e,sussex20a,sussex20b,sussex20c,sussex20d,sussex20e,attnchk2,ames1a,ames1b,ames1c,ames1d,ames1e,ames2a,ames2b,ames2c,ames2d,ames2e,ames3a,ames3b,ames3c,ames3d,ames3e,ames4a,ames4b,ames4c,ames4d,ames4e,attnchk3,ames5a,ames5b,ames5c,ames5d,ames5e,ames6a,ames6b,ames6c,ames6d,ames6e,ames7a,ames7b,ames7c,ames7d,ames7e,ames8a,ames8b,ames8c,ames8d,ames8e,symp1a,symp1b,symp1c,symp1d,symp1e,symp2a,symp2b,symp2c,symp2d,symp2e,symp3a,symp3b,symp3c,symp3d,symp3e,iri1a,iri1b,iri1c,iri1d,iri1e,iri2a,iri2b,iri2c,iri2d,iri2e,iri3a,iri3b,iri3c,iri3d,iri3e,iri4a,iri4b,iri4c,iri4d,iri4e,iri5a,iri5b,iri5c,iri5d,iri5e,sds1a,sds1b,sds2a,sds2b,sds3a,sds3b,sds4a,sds4b,sds5a,sds5b,sds6a,sds6b,iosa,iosb,iosc,iosd,iose,swiss1,swiss2,swiss3,swiss4,swiss5,swiss6,swiss7,swiss8,sps1,sps2,sps3,sps4,sps5,sps6,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,school
21,1,Gp171,0,19,1,171,59,28,1,2,2,Business man,Trader,8,1,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,50,100,50,NA,NA,100,100,100,NA,NA,50,100,30,NA,NA,100,100,50,NA,NA,80,100,100,NA,NA,100,100,50,NA,NA,80,100,100,NA,NA,50,100,50,NA,NA,100,100,100,50,NA,NA,100,100,50,NA,NA,100,100,100,NA,NA,100,100,50,NA,NA,100,100,50,NA,NA,100,100,40,NA,NA,100,100,100,NA,NA,100,100,50,NA,NA,100,100,100,NA,NA,100,100,20,NA,NA,100,60,100,100,NA,NA,100,100,50,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,50,50,100,50,NA,NA,60,100,100,NA,NA,100,100,100,NA,NA,50,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,1,0,1,1,1,1,0,1,0,1,0,1,3,6,6,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch1
22,1,Gp176,0,15,1,155,48,28,0,1,2,Car Dealer,Secretary,1,7,100,100,100,100,100,100,90,80,80,80,90,90,80,80,80,50,90,80,80,80,80,90,80,80,80,100,90,70,70,70,100,90,80,70,80,100,90,80,80,90,100,90,90,80,70,100,90,70,80,90,100,90,70,80,80,50,100,90,90,80,90,20,90,70,80,90,100,90,70,70,70,100,90,70,80,90,50,90,70,80,70,100,90,70,70,90,100,90,70,70,70,50,90,80,80,80,100,90,80,90,70,80,90,70,70,80,50,50,90,70,80,90,50,90,70,80,90,50,90,80,80,90,50,90,70,80,90,50,20,90,60,80,90,100,90,80,80,90,50,90,70,70,90,100,90,80,80,90,100,90,90,80,90,100,90,80,80,90,100,90,70,80,90,50,90,80,80,90,50,90,80,80,90,50,90,90,80,90,100,90,100,80,90,100,90,90,80,90,1,1,1,0,1,1,0,0,0,0,1,0,4,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch1
23,1,Gp191,0,16,1,162,55,24,0,0,1,Baker,Government worker,7,7,100,100,100,90,100,100,60,60,60,60,30,50,60,50,50,50,60,60,50,50,30,50,60,70,60,100,60,50,50,60,10,50,50,60,70,100,90,70,50,50,100,50,50,50,50,100,100,50,50,50,100,50,50,50,50,70,50,50,50,50,50,10,50,50,50,70,50,50,70,70,50,50,50,50,50,50,20,60,50,60,50,10,50,50,50,60,50,50,70,70,60,100,70,70,50,60,100,100,50,70,50,20,80,50,60,50,30,50,50,50,50,50,100,50,40,50,50,100,50,50,50,50,100,50,50,50,50,50,100,50,40,50,40,100,40,50,40,40,100,50,50,50,50,100,30,50,50,50,100,50,50,100,50,100,50,50,50,40,100,50,60,50,50,100,100,100,50,50,100,50,50,50,50,50,50,60,50,40,100,50,50,50,50,100,50,50,50,50,1,1,1,0,0,1,1,0,0,0,0,0,6,3,4,4,4,100,100,50,70,50,60,70,50,60,80,60,100,90,70,60,50,60,60,50,70,60,70,40,70,70,70,70,60,50,sch1
24,1,Gp201,0,15,1,175,58,29,1,1,3,Furniture,trader,7,7,100,90,100,100,100,10,50,50,50,50,10,50,50,50,50,30,50,50,50,50,30,50,90,50,50,50,100,50,100,100,50,100,90,100,100,50,100,50,100,100,50,100,100,100,100,70,100,100,100,100,60,100,100,100,70,70,100,100,50,100,100,20,50,100,50,50,100,100,50,50,50,50,90,50,50,50,50,50,50,50,50,60,100,50,50,90,50,100,100,100,100,70,100,50,50,50,50,100,100,50,50,50,100,100,50,50,30,0,50,50,50,60,0,50,100,50,50,10,50,50,50,50,40,100,50,50,50,50,0,10,50,50,50,10,10,50,50,100,50,100,50,50,100,0,90,50,50,50,80,100,100,50,50,100,100,100,100,100,10,100,50,50,80,40,100,100,100,100,0,100,50,100,50,0,100,100,100,100,0,100,90,100,100,40,100,100,100,60,1,1,0,1,1,1,0,0,0,0,0,0,2,6,6,6,6,100,90,100,90,100,100,100,100,100,90,100,100,100,90,100,90,100,100,90,100,100,100,100,90,90,90,90,90,90,sch1
25,1,Gp004,0,16,0,169,49,3,0,3,2,Business man,Business women,4,4,100,100,100,100,100,90,90,100,70,50,60,90,50,70,70,50,80,60,50,50,50,90,60,80,40,100,100,100,50,50,100,50,80,70,60,100,100,50,70,40,100,100,100,60,70,100,90,70,80,50,100,100,100,70,70,70,80,90,80,80,60,50,70,80,80,80,100,90,80,80,90,90,90,80,60,70,40,90,50,80,70,50,80,90,50,80,100,100,90,70,80,80,100,100,100,100,100,90,70,100,70,90,100,100,100,60,30,50,70,50,70,80,50,90,70,80,50,100,100,70,50,80,90,80,50,100,80,50,60,20,10,60,60,50,50,60,50,80,80,90,90,50,60,100,50,100,100,80,70,60,100,50,60,100,90,100,70,80,100,90,100,70,80,90,60,50,50,50,50,80,50,20,30,60,70,30,10,50,90,50,10,10,80,80,70,100,20,60,0,0,0,0,1,1,0,0,0,0,0,0,6,6,1,0,6,50,70,60,70,90,60,70,90,60,80,60,50,50,70,80,50,100,100,70,80,90,80,60,100,100,80,90,80,90,sch2
26,1,Gp014,1,18,0,160,47,3,0,0,3,An agent,A trader,7,7,100,70,NA,100,50,60,100,NA,100,100,100,100,NA,100,100,40,100,NA,100,100,40,100,NA,100,100,60,100,NA,100,100,100,100,NA,70,100,100,100,NA,60,100,100,100,NA,100,100,100,100,NA,50,100,100,90,NA,100,100,70,100,100,NA,100,100,100,100,NA,100,100,60,100,NA,100,100,50,100,NA,100,100,30,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,30,50,100,NA,80,100,100,60,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,50,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,60,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,60,100,NA,30,100,100,100,NA,90,100,100,100,NA,100,100,100,70,NA,100,100,1,1,0,0,0,1,0,0,0,0,0,0,3,4,NA,6,6,40,80,50,60,100,100,100,100,100,100,80,90,90,80,100,100,60,100,80,100,90,90,90,100,100,100,100,60,70,sch2
27,1,Gp015,1,15,0,159,53,3,0,3,1,Businessman,Doctor,3,2,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,50,100,NA,100,80,50,50,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,50,100,100,NA,100,100,50,100,NA,100,100,50,100,NA,50,50,100,100,NA,100,70,100,100,NA,100,50,60,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,50,50,60,NA,10,100,100,100,NA,100,100,100,100,NA,50,50,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,10,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,50,NA,100,100,50,50,NA,100,100,1,1,1,1,1,1,1,1,1,1,0,0,6,6,NA,5,6,100,100,100,100,100,100,100,100,100,70,70,100,100,70,70,90,100,100,100,100,100,100,100,90,90,100,100,100,100,sch2
28,1,Gp030,0,17,0,166,51,25,0,0,3,Tailar,Trader,8,7,100,100,NA,100,80,50,80,NA,60,90,80,70,NA,80,70,60,60,NA,60,70,60,50,NA,70,70,60,60,NA,80,80,60,60,NA,80,80,60,50,NA,90,70,60,70,NA,90,50,90,50,NA,70,80,80,60,NA,70,100,70,80,80,NA,90,70,50,70,NA,60,70,80,60,NA,60,70,70,80,NA,80,70,50,60,NA,90,70,70,60,NA,70,80,100,70,NA,100,70,70,80,NA,80,80,80,70,NA,100,60,90,60,NA,60,80,60,70,70,NA,60,60,60,90,NA,50,70,70,70,NA,50,70,50,80,NA,70,60,50,20,60,NA,60,70,60,80,NA,30,70,80,80,NA,70,80,70,60,NA,70,60,70,80,NA,90,80,70,70,NA,60,70,70,60,NA,60,60,50,70,NA,60,70,50,90,NA,60,80,50,70,NA,50,60,50,80,NA,60,90,50,80,NA,70,70,1,1,1,1,1,1,1,1,0,1,0,0,4,5,NA,5,6,60,80,70,80,70,80,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch2
29,1,Gp031,0,16,0,170,47,28,0,3,2,Steel work,Teacher,1,1,100,70,NA,100,NA,70,60,NA,70,NA,70,90,NA,70,NA,60,70,NA,70,NA,60,100,NA,80,NA,80,80,NA,80,NA,80,70,NA,70,NA,60,80,NA,90,NA,70,90,NA,90,NA,80,70,NA,70,NA,80,80,NA,80,NA,70,50,80,NA,60,NA,60,80,NA,70,NA,60,70,NA,80,NA,50,60,NA,60,NA,80,70,NA,60,NA,60,80,NA,80,NA,90,80,NA,60,NA,90,60,NA,70,NA,80,90,NA,80,NA,80,70,NA,90,NA,30,70,80,NA,90,NA,70,80,NA,60,NA,70,60,NA,90,NA,70,80,NA,90,NA,60,60,10,NA,90,NA,70,90,NA,70,NA,90,90,NA,50,NA,80,70,NA,60,NA,90,90,NA,80,NA,60,90,NA,100,NA,60,80,NA,90,NA,80,90,NA,90,NA,70,80,NA,70,NA,70,90,NA,80,NA,60,70,NA,60,NA,80,70,NA,90,NA,1,1,1,1,1,1,1,0,0,0,0,0,4,3,NA,3,NA,80,90,90,60,90,80,60,90,80,70,90,80,80,80,80,90,80,60,90,90,80,80,80,90,90,80,70,80,70,sch2
30,1,Gp040,1,15,1,NA,NA,31,0,2,NA,Electrician,trader,7,7,60,70,90,60,60,80,30,70,90,80,100,80,90,80,100,70,70,80,70,70,80,80,60,90,50,100,70,80,90,80,70,60,90,90,40,90,70,90,90,80,80,80,80,100,70,100,80,100,100,60,100,70,90,60,90,70,90,70,100,80,80,70,80,90,90,70,100,40,70,70,90,100,70,80,80,100,70,70,70,80,70,70,70,80,90,80,100,80,80,90,70,100,80,80,80,90,100,80,70,80,80,90,70,100,90,90,30,80,80,70,80,80,90,80,80,70,80,70,80,80,50,80,90,80,70,100,80,50,70,70,50,40,20,70,90,50,60,80,90,70,70,50,80,90,90,40,60,80,80,80,70,100,80,90,80,70,60,90,70,80,100,70,60,70,70,80,90,80,90,50,90,100,80,60,30,50,50,80,90,100,100,70,80,70,90,80,90,80,1,1,0,0,1,1,0,0,0,0,0,0,6,5,5,5,5,90,80,100,60,70,60,80,100,80,80,80,90,80,80,80,80,80,70,70,60,70,70,70,80,90,80,50,80,70,sch2
31,1,Gp041,1,16,1,NA,NA,3,0,4,NA,Iron bender,Tailor,1,1,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,100,100,NA,100,100,30,100,NA,100,80,100,100,NA,100,100,100,100,NA,100,80,50,100,NA,100,100,100,100,NA,100,90,100,100,NA,100,100,100,100,NA,100,80,70,100,100,NA,100,90,60,100,NA,100,100,100,100,NA,100,90,100,100,NA,100,60,50,100,NA,100,80,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,100,100,NA,100,100,100,100,NA,100,100,30,70,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,100,100,NA,100,80,50,30,100,NA,100,70,50,70,NA,90,100,60,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,70,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,60,100,NA,100,100,1,1,1,1,1,1,0,1,0,0,1,1,6,6,NA,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch2
32,1,Gp048,1,17,1,169,62,3,0,3,4,Trader,Hair dresser,7,7,100,100,NA,100,100,100,100,NA,80,100,100,100,NA,100,100,100,100,NA,90,100,100,80,NA,100,100,100,100,NA,80,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,70,100,100,NA,100,100,70,100,NA,50,80,80,80,NA,100,100,100,100,NA,80,100,100,90,NA,80,80,90,70,NA,100,90,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,30,100,100,NA,100,100,100,100,NA,60,80,100,100,NA,100,100,100,100,NA,100,80,50,20,20,NA,20,10,100,40,NA,100,100,30,40,NA,60,30,100,60,NA,50,50,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,70,100,100,80,NA,100,100,90,20,NA,90,80,100,100,NA,100,100,100,100,NA,100,80,1,1,0,1,1,1,0,0,0,0,0,0,3,6,NA,6,6,80,80,80,100,50,80,90,80,100,70,80,70,90,80,100,100,80,100,100,100,100,100,60,70,50,30,50,50,40,sch2
33,1,Gp049,1,14,1,176,67,3,0,3,2,He is businesses man,She is a business woman,7,1,100,50,100,100,100,100,70,70,50,20,100,50,70,80,90,50,50,80,90,90,50,90,70,40,100,100,70,100,70,80,100,100,100,100,100,50,60,90,70,80,80,80,80,90,30,70,70,100,90,90,100,70,100,80,100,70,100,80,50,50,60,20,70,60,100,100,80,80,100,90,80,100,60,100,60,90,100,50,40,70,100,50,70,80,100,90,50,50,50,90,60,70,70,70,90,70,50,70,100,50,70,50,60,100,70,70,30,80,90,60,80,50,50,80,70,100,70,100,100,30,70,90,80,80,90,80,100,50,80,30,90,90,90,100,100,100,100,100,90,40,20,80,100,90,100,100,90,100,30,50,100,70,50,100,80,100,80,90,60,70,60,50,100,100,100,100,40,80,70,60,50,80,70,60,80,100,70,80,50,90,90,90,70,100,60,70,70,70,1,1,1,1,1,1,0,0,0,0,0,0,3,6,6,6,3,70,50,70,50,70,40,70,40,70,70,40,80,40,80,70,90,80,50,50,70,30,70,80,30,70,70,70,30,80,sch2
34,1,Gp054,0,15,1,163,50,27,0,0,1,Military,Trader,3,1,100,100,100,100,100,30,10,70,20,80,100,20,30,30,50,50,30,40,80,40,40,20,40,80,100,100,60,100,100,80,30,100,100,70,90,100,100,100,30,100,100,100,100,100,40,50,50,70,40,70,10,80,70,40,30,20,100,70,70,50,50,0,40,40,50,30,40,30,40,60,50,60,40,30,70,50,60,30,50,60,70,30,40,30,50,60,50,60,50,70,80,100,30,50,90,40,100,40,40,80,40,0,50,40,70,80,20,20,40,50,50,40,20,30,30,70,50,50,60,30,50,50,40,30,80,50,50,50,0,0,0,10,10,100,40,0,0,50,0,20,80,60,40,80,30,40,20,70,50,30,90,80,70,50,100,90,70,50,100,100,100,100,70,100,50,50,80,70,30,40,50,80,40,50,70,80,70,50,70,60,50,60,50,100,50,20,60,40,1,1,1,1,1,1,1,0,0,1,1,1,6,5,5,5,5,40,50,90,50,60,30,70,50,40,60,50,50,70,50,40,50,60,70,90,60,60,60,50,50,40,70,70,60,60,sch2
35,1,Gp055,0,16,1,172,52,0,0,0,0,Hair dresser,Driver,1,1,50,50,NA,80,NA,50,40,NA,50,NA,60,30,NA,50,NA,30,30,NA,50,NA,40,60,NA,90,NA,100,60,NA,100,NA,50,40,NA,100,NA,100,60,NA,100,NA,70,50,NA,100,NA,100,100,NA,100,NA,90,70,NA,100,NA,70,100,70,NA,70,NA,50,30,NA,60,NA,100,70,NA,90,NA,100,70,NA,80,NA,50,80,NA,70,NA,50,70,NA,50,NA,100,70,NA,100,NA,60,50,NA,100,NA,60,90,NA,100,NA,100,60,NA,100,NA,30,80,60,NA,70,NA,30,40,NA,90,NA,100,40,NA,90,NA,70,60,NA,70,NA,50,20,20,NA,70,NA,100,90,NA,90,NA,60,50,NA,50,NA,100,100,NA,90,NA,100,80,NA,90,NA,100,100,NA,100,NA,100,90,NA,90,NA,100,100,NA,100,NA,70,100,NA,100,NA,90,70,NA,100,NA,100,100,NA,100,NA,70,90,NA,70,NA,1,1,0,0,1,1,0,0,0,0,0,0,6,6,NA,6,NA,100,90,60,70,70,90,90,60,60,30,90,100,80,30,90,90,70,40,70,70,70,100,70,80,50,50,50,70,70,sch2
36,1,Gp068,0,17,1,170,54,8,0,1,2,Mechanical,Liquid soap,1,1,100,100,100,100,NA,60,90,60,60,NA,100,100,70,100,NA,40,80,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,90,NA,100,100,100,90,NA,70,100,90,100,70,NA,100,70,30,100,NA,100,100,100,80,NA,100,100,100,80,NA,50,100,100,80,NA,60,100,100,100,NA,70,100,100,100,NA,100,100,100,80,NA,100,90,100,100,NA,70,80,100,80,NA,30,30,60,70,100,NA,100,80,100,60,NA,50,100,90,100,NA,40,90,100,100,NA,50,50,100,70,100,NA,50,70,100,100,NA,10,80,40,50,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,90,NA,50,70,100,100,NA,60,80,40,100,NA,70,70,60,100,NA,100,80,80,100,NA,50,80,70,100,NA,1,1,1,0,1,1,0,0,0,0,0,0,6,6,6,6,NA,100,80,80,100,80,60,80,80,80,70,80,70,40,30,100,100,90,70,80,70,70,60,100,70,70,70,100,90,80,sch2
37,1,Gp072,0,16,1,164,47,28,0,3,1,Welder,Business women,1,1,100,100,100,100,NA,80,100,80,100,NA,80,100,100,100,NA,70,90,100,90,NA,50,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,50,100,100,80,NA,100,100,100,100,NA,70,100,80,100,NA,70,90,100,100,100,NA,90,100,80,90,NA,100,100,100,90,NA,70,100,100,90,NA,70,50,90,40,NA,80,70,80,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,80,NA,100,100,90,90,NA,30,100,90,90,90,NA,100,100,70,90,NA,90,70,100,80,NA,100,80,100,80,NA,50,0,60,80,10,NA,30,50,60,10,NA,20,50,0,10,NA,80,100,80,90,NA,100,80,70,80,NA,100,80,100,90,NA,100,100,100,80,NA,100,70,100,100,NA,70,90,100,80,NA,80,80,70,60,NA,70,90,90,30,NA,60,50,80,50,NA,1,1,0,0,1,1,0,0,1,1,0,0,5,5,6,5,NA,50,80,80,80,70,60,40,60,100,70,70,100,70,70,40,10,40,90,80,70,20,20,10,50,40,10,20,10,20,sch2
38,1,Gp078,0,16,1,NA,NA,13,0,2,1,Police officer,chief,7,4,100,100,NA,100,NA,60,50,NA,40,NA,50,60,NA,60,NA,50,50,NA,50,NA,50,50,NA,50,NA,100,50,NA,50,NA,100,30,NA,50,NA,100,30,NA,100,NA,100,40,NA,50,NA,50,40,NA,30,NA,50,30,NA,50,NA,70,30,30,NA,50,NA,10,30,NA,50,NA,30,40,NA,90,NA,40,30,NA,50,NA,60,50,NA,40,NA,50,30,NA,70,NA,40,30,NA,50,NA,50,60,NA,40,NA,50,40,NA,50,NA,40,50,NA,30,NA,30,30,40,NA,50,NA,50,40,NA,60,NA,30,40,NA,20,NA,50,50,NA,40,NA,50,30,40,NA,60,NA,20,40,NA,50,NA,20,40,NA,50,NA,30,40,NA,60,NA,30,40,NA,50,NA,50,50,NA,60,NA,50,30,NA,50,NA,20,30,NA,60,NA,20,40,NA,100,NA,20,40,NA,40,NA,40,40,NA,30,NA,50,40,NA,50,NA,1,1,1,0,1,1,1,0,1,0,1,1,2,4,NA,3,NA,50,40,40,50,40,40,40,40,30,30,30,40,40,40,40,40,50,40,50,30,40,40,50,40,40,50,40,40,40,sch2
39,1,Gp079,1,15,1,171,50,17,0,2,2,A Business man,A tailor,7,7,100,100,NA,100,NA,100,100,NA,100,NA,70,100,NA,100,NA,50,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,70,NA,100,NA,50,100,NA,70,NA,60,50,NA,100,NA,40,80,NA,100,NA,70,100,100,NA,100,NA,50,100,NA,100,NA,100,80,NA,100,NA,50,100,NA,100,NA,50,90,NA,80,NA,50,100,NA,50,NA,100,70,NA,100,NA,50,70,NA,50,NA,50,80,NA,100,NA,20,70,NA,100,NA,30,100,100,NA,100,NA,60,100,NA,90,NA,100,100,NA,100,NA,100,100,NA,100,NA,50,100,100,NA,50,NA,60,100,NA,50,NA,50,100,NA,50,NA,50,100,NA,100,NA,100,100,NA,50,NA,70,100,NA,100,NA,50,100,NA,50,NA,50,70,NA,100,NA,100,100,NA,90,NA,100,100,NA,50,NA,100,100,NA,50,NA,100,100,NA,50,NA,1,1,1,1,0,1,1,1,1,1,1,0,6,6,NA,6,NA,100,100,100,100,50,100,100,100,100,100,100,100,70,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,sch2
40,1,Gp088,1,15,1,157,45,8,0,1,2,Business man,Business woman,7,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,100,100,100,100,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,40,10,10,40,100,30,0,10,30,40,10,30,20,40,100,100,10,20,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,50,40,100,100,100,100,70,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,0,0,1,1,1,1,0,0,0,0,5,5,5,5,5,100,70,50,60,70,30,10,100,100,100,10,10,10,10,10,100,30,100,60,100,70,40,10,10,80,70,60,30,20,sch2
41,1,Gp091,0,17,1,175,56,28,0,2,2,Furniture,Stailist,7,7,100,40,70,70,60,80,80,30,80,40,60,40,30,30,80,70,100,70,60,80,70,60,100,40,40,30,50,100,70,70,80,100,70,50,40,100,70,80,70,70,80,60,80,30,70,20,90,60,30,80,80,90,80,30,80,70,50,30,90,60,100,60,90,60,90,90,20,50,30,40,70,50,40,40,70,80,40,60,80,60,70,70,40,50,40,60,60,30,90,40,40,80,60,20,30,50,40,80,100,50,30,80,60,90,70,70,70,60,70,30,70,40,70,90,80,60,40,90,80,100,70,40,60,100,10,60,50,90,100,60,70,50,70,70,80,100,10,80,70,60,40,40,90,80,70,20,30,70,90,70,60,40,100,90,40,40,40,100,60,80,100,80,70,90,50,80,40,80,90,90,90,60,70,50,40,90,40,50,80,40,60,70,40,50,70,70,80,40,0,1,1,0,1,1,1,1,1,0,1,0,3,3,4,5,1,70,40,70,100,40,70,50,50,30,80,60,40,20,20,70,40,30,70,70,30,60,60,10,80,20,60,90,90,90,sch2
42,1,Gp096,0,15,0,174,55,11,0,3,2,Engineer,Teacher,1,1,60,100,NA,90,90,100,80,NA,90,90,100,90,NA,80,100,90,90,NA,100,90,100,100,NA,100,90,100,100,NA,100,100,100,100,NA,100,100,80,100,NA,100,100,90,100,NA,100,100,100,100,NA,100,90,100,100,NA,100,100,70,100,100,NA,100,100,90,90,NA,80,90,80,100,NA,100,100,70,100,NA,100,80,100,80,NA,100,100,100,90,NA,90,100,100,100,NA,100,100,100,100,NA,100,90,80,100,NA,90,90,100,100,NA,90,90,30,80,70,NA,80,80,90,80,NA,80,70,90,90,NA,70,100,80,100,NA,90,100,50,10,20,NA,20,10,100,100,NA,100,40,90,90,NA,20,40,100,80,NA,80,30,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,90,80,NA,70,100,100,80,NA,100,100,100,80,NA,90,80,80,90,NA,100,80,100,100,NA,100,100,1,1,0,1,1,1,0,0,0,0,0,0,5,5,NA,5,5,100,90,100,100,100,80,80,100,90,80,100,100,60,100,100,80,90,100,70,80,100,100,60,50,100,100,90,100,100,sch2
43,1,Gp104,1,14,0,166,72,28,0,2,NA,Accountant,Accountant,3,7,100,100,NA,100,100,60,70,NA,90,100,70,100,NA,100,50,100,100,NA,80,70,100,100,NA,100,100,90,100,NA,80,100,50,100,NA,100,70,100,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,70,50,100,NA,100,70,100,100,NA,70,60,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,50,100,NA,100,70,100,100,NA,80,70,100,100,NA,100,60,50,100,NA,100,100,30,20,100,NA,70,40,20,100,NA,100,40,100,100,NA,100,100,100,100,NA,100,80,50,50,60,NA,70,70,100,100,NA,70,60,100,100,NA,40,100,100,80,NA,70,70,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,80,100,80,NA,70,70,100,100,NA,100,100,50,100,NA,100,100,100,100,NA,70,100,100,100,NA,100,100,1,1,1,0,1,1,1,1,0,0,0,0,6,5,NA,6,6,100,100,100,100,100,100,100,100,70,70,100,80,100,100,100,100,100,100,100,100,100,80,60,100,100,100,100,100,100,sch2
